datetime,T_out,RH_out,Wind_speed_m_per_s,Wind_direction_deg,Diffuse_Solar_W_per_m2,Direct_Solar_W_per_m2,Electricity_kWh,NaturalGas_kWh
2021-04-08 20:00:00,8.3,100.0,4.1,360.0,0.0,0.0,299.042216247026,4.366229158043277
2021-04-08 21:00:00,8.3,100.0,5.2,360.0,0.0,0.0,274.5958261073561,2.189344793275101
2021-04-08 22:00:00,8.3,97.0,4.6,340.0,0.0,0.0,250.15143268391128,2.189751574168712
2021-04-08 23:00:00,7.8,96.0,6.2,340.0,0.0,0.0,237.9287366191897,2.189164103257787
2021-04-09 00:00:00,7.8,96.0,4.6,350.0,0.0,0.0,237.9287344020154,2.1891620802713807
2021-04-09 01:00:00,7.8,96.0,4.6,340.0,0.0,0.0,237.92873427167333,2.1891618332965566
2021-04-09 02:00:00,7.2,97.0,5.2,340.0,0.0,0.0,237.92873424121777,2.189162812711982
2021-04-09 03:00:00,7.2,97.0,4.6,350.0,0.0,0.0,250.15093203650417,2.189164029610989
2021-04-09 04:00:00,6.7,95.0,4.6,340.0,0.0,0.0,274.59681979262945,4.364239126604001
2021-04-09 05:00:00,6.7,89.0,4.6,350.0,3.0,17.0,272.22211820086795,2.1885543957131652
2021-04-09 06:00:00,6.1,93.0,5.7,10.0,111.0,69.0,296.66651676853894,2.1894593848866934
2021-04-09 07:00:00,6.1,93.0,4.1,30.0,99.0,0.0,296.66651502250966,2.189163137832219
2021-04-09 08:00:00,5.6,96.0,3.1,50.0,118.0,0.0,259.99991854405056,2.1885579891134235
2021-04-09 09:00:00,5.6,96.0,2.6,60.0,114.0,0.0,211.11112933739707,2.1885618479079723
2021-04-09 10:00:00,6.7,89.0,4.1,60.0,130.0,0.0,211.1121287398059,2.190540726687751
2021-04-09 11:00:00,6.1,89.0,3.1,80.0,157.0,0.0,211.11212505766932,4.362646081796925
2021-04-09 12:00:00,7.8,79.0,3.6,90.0,327.0,204.0,211.11362070984993,4.3685422258238225
2021-04-09 13:00:00,8.3,71.0,2.6,50.0,274.0,651.0,211.1121241346477,2.191479558102832
2021-04-09 14:00:00,8.9,66.0,0.0,0.0,167.0,736.0,211.1111298388352,2.189528202816086
2021-04-09 15:00:00,10.0,63.0,2.1,40.0,193.0,523.0,259.9999211313279,2.1893278965669287
2021-04-09 16:00:00,8.3,63.0,3.1,70.0,149.0,287.0,296.66651447436647,2.1893323206283273
2021-04-09 17:00:00,7.8,63.0,3.1,110.0,67.0,235.0,296.66651446314023,2.1893273887647915
2021-04-09 18:00:00,6.1,70.0,4.1,120.0,0.0,0.0,323.48411873141123,2.189534752117136
2021-04-09 19:00:00,3.3,82.0,4.1,160.0,0.0,0.0,323.48411890580917,2.189334691850715
2021-04-09 20:00:00,2.8,85.0,2.1,160.0,0.0,0.0,299.04121790293493,4.364757112013959
2021-04-09 21:00:00,2.8,85.0,0.0,0.0,0.0,0.0,274.59532829673213,2.18872675465411
2021-04-09 22:00:00,2.8,85.0,2.6,170.0,0.0,0.0,250.15093213485892,2.1887279201093035
2021-04-09 23:00:00,2.2,91.0,2.6,170.0,0.0,0.0,287.7699584046583,2.1897098303807208
2021-04-10 00:00:00,1.7,91.0,2.6,190.0,0.0,0.0,288.8493892589921,5.513990631069603
2021-04-10 01:00:00,2.2,82.0,2.6,180.0,0.0,0.0,287.76995765797636,4.3610627053507
2021-04-10 02:00:00,1.7,88.0,2.1,180.0,0.0,0.0,289.935707687471,14.810333395707643
2021-04-10 03:00:00,1.7,92.0,2.1,180.0,0.0,0.0,299.99215418076994,2.190570777996812
2021-04-10 04:00:00,1.7,92.0,2.1,180.0,0.0,0.0,351.52901890401955,21.305225368717128
2021-04-10 05:00:00,2.2,92.0,3.1,170.0,3.0,90.0,413.4733115309911,749.3795122600443
2021-04-10 06:00:00,5.0,86.0,4.6,170.0,97.0,338.0,498.5898563818643,493.82381956070157
2021-04-10 07:00:00,7.8,76.0,3.1,180.0,138.0,527.0,1046.3461712078836,186.00747591281427
2021-04-10 08:00:00,10.0,66.0,6.2,150.0,166.0,643.0,1009.570769059022,111.18865577999594
2021-04-10 09:00:00,11.7,61.0,5.2,180.0,183.0,734.0,960.6336124222987,75.30377299296138
2021-04-10 10:00:00,13.3,55.0,6.2,180.0,187.0,796.0,1045.0884435775674,53.103483141617644
2021-04-10 11:00:00,14.4,49.0,5.7,170.0,224.0,733.0,1053.8469609935387,59.675841084284926
2021-04-10 12:00:00,16.1,41.0,6.7,180.0,172.0,827.0,1135.3699402302634,32.8227987574267
2021-04-10 13:00:00,16.7,35.0,7.2,190.0,157.0,824.0,1146.5001394428914,17.660766720452777
2021-04-10 14:00:00,17.2,33.0,6.7,200.0,167.0,742.0,1154.1962273341555,18.745573721677573
2021-04-10 15:00:00,17.8,31.0,7.7,190.0,146.0,641.0,1214.7611761797002,20.526093296040752
2021-04-10 16:00:00,16.7,34.0,6.7,180.0,111.0,506.0,1079.5700253375041,14.808735691260267
2021-04-10 17:00:00,15.6,37.0,5.7,180.0,58.0,262.0,858.8641548688942,20.98823812728679
2021-04-10 18:00:00,13.3,45.0,4.6,170.0,0.0,0.0,850.1176122159213,33.92327391014993
2021-04-10 19:00:00,12.8,48.0,4.6,160.0,0.0,0.0,693.2363562081,76.56683181655518
2021-04-10 20:00:00,12.2,54.0,5.2,160.0,0.0,0.0,550.1806669886115,104.31481421039723
2021-04-10 21:00:00,11.7,56.0,4.1,170.0,0.0,0.0,349.3569159732628,2.1905335986863346
2021-04-10 22:00:00,11.1,61.0,4.6,170.0,0.0,0.0,299.9921558285548,2.1898257979733176
2021-04-10 23:00:00,11.7,44.0,5.7,170.0,0.0,0.0,287.76995841300254,4.359735161919639
2021-04-11 00:00:00,11.7,60.0,5.7,180.0,0.0,0.0,287.76995567440287,2.1887988757444123
2021-04-11 01:00:00,11.7,60.0,3.1,180.0,0.0,0.0,287.7699514952127,2.189182828441299
2021-04-11 02:00:00,10.6,65.0,2.1,200.0,0.0,0.0,287.7699573928808,2.189584416142433
2021-04-11 03:00:00,11.1,63.0,5.2,190.0,0.0,0.0,299.9921531460086,2.189964265311197
2021-04-11 04:00:00,11.1,60.0,3.1,190.0,0.0,0.0,349.35840242556077,4.366576497528825
2021-04-11 05:00:00,10.0,68.0,4.1,180.0,4.0,89.0,374.02301293826844,272.2363338858347
2021-04-11 06:00:00,12.2,59.0,5.2,190.0,100.0,309.0,498.02871116460113,158.39354016842097
2021-04-11 07:00:00,14.4,53.0,7.2,220.0,147.0,476.0,1188.5310581714293,38.25522359261511
2021-04-11 08:00:00,16.1,50.0,6.7,200.0,252.0,379.0,1182.390748289351,20.747026610015162
2021-04-11 09:00:00,18.9,42.0,7.7,200.0,216.0,673.0,1193.2667663749862,21.178131143664945
2021-04-11 10:00:00,20.0,36.0,6.7,200.0,199.0,760.0,1202.6198895605849,22.696558833013444
2021-04-11 11:00:00,21.1,35.0,8.2,200.0,269.0,661.0,1166.3845492781365,26.935707361032954
2021-04-11 12:00:00,21.1,35.0,6.7,180.0,306.0,545.0,1220.1608809805232,26.648836005554475
2021-04-11 13:00:00,22.8,31.0,7.2,200.0,273.0,555.0,1234.5978948809166,15.40667259592417
2021-04-11 14:00:00,23.9,27.0,6.7,210.0,183.0,689.0,1244.077735639176,17.601908492889578
2021-04-11 15:00:00,23.3,29.0,7.7,200.0,151.0,630.0,1295.9244747250993,19.89213903372363
2021-04-11 16:00:00,23.3,27.0,8.8,180.0,114.0,494.0,1172.8850827874887,13.165262741995676
2021-04-11 17:00:00,22.2,27.0,6.7,190.0,59.0,305.0,954.1089015023964,10.947593507932778
2021-04-11 18:00:00,21.1,32.0,6.7,190.0,0.0,0.0,971.0621896678713,6.560326379770187
2021-04-11 19:00:00,20.0,40.0,4.1,190.0,0.0,0.0,821.1801184988989,8.944567191627177
2021-04-11 20:00:00,18.9,47.0,4.6,180.0,0.0,0.0,809.6663241641667,8.146976163875314
2021-04-11 21:00:00,18.9,47.0,4.6,190.0,0.0,0.0,349.35691378809895,2.190487552562548
2021-04-11 22:00:00,18.3,50.0,5.2,190.0,0.0,0.0,299.99215377455283,2.189773226410253
2021-04-11 23:00:00,18.3,63.0,6.2,200.0,0.0,0.0,287.76995867357306,2.1901638850924403
2021-04-12 00:00:00,18.3,68.0,6.2,200.0,0.0,0.0,287.76995193969765,4.361055039734533
2021-04-12 01:00:00,18.9,65.0,7.7,210.0,0.0,0.0,287.76994906957606,2.189110284850403
2021-04-12 02:00:00,18.3,70.0,6.2,230.0,0.0,0.0,287.76995160950537,2.189496621457249
2021-04-12 03:00:00,17.2,75.0,6.2,230.0,0.0,0.0,299.99215299294406,2.1898833233353026
2021-04-12 04:00:00,16.7,78.0,4.1,210.0,0.0,0.0,349.3583993458542,4.366386046582123
2021-04-12 05:00:00,15.6,83.0,3.6,220.0,6.0,59.0,565.2837834166525,77.3097739512702
2021-04-12 06:00:00,15.6,83.0,3.1,230.0,131.0,191.0,691.601966494743,10.888613199483848
2021-04-12 07:00:00,16.1,83.0,4.6,260.0,91.0,0.0,1276.3375191593768,17.751501414058183
2021-04-12 08:00:00,16.7,80.0,4.6,260.0,193.0,6.0,1268.9470119826465,17.636807362503014
2021-04-12 09:00:00,16.1,81.0,4.6,270.0,202.0,0.0,1186.5577040680848,19.851946988083323
2021-04-12 10:00:00,16.1,81.0,4.6,300.0,235.0,0.0,1186.376432914317,22.12721439113761
2021-04-12 11:00:00,15.6,83.0,3.6,310.0,224.0,0.0,1110.8630631990625,26.675727333079713
2021-04-12 12:00:00,12.8,89.0,5.2,60.0,220.0,0.0,1085.1383334267466,26.643691662527726
2021-04-12 13:00:00,11.7,93.0,5.2,60.0,204.0,0.0,964.3256189905528,15.405429540935645
2021-04-12 14:00:00,11.1,93.0,4.6,50.0,176.0,0.0,964.642038573356,15.404405338994026
2021-04-12 15:00:00,10.6,89.0,4.1,80.0,165.0,0.0,1013.836225820594,22.1127046067533
2021-04-12 16:00:00,10.0,93.0,3.6,50.0,67.0,0.0,898.4874817108896,16.645816917068334
2021-04-12 17:00:00,9.4,93.0,4.1,40.0,21.0,0.0,697.2705298880451,47.23063408281757
2021-04-12 18:00:00,8.3,97.0,2.6,60.0,0.0,0.0,724.109482230826,71.14428566931457
2021-04-12 19:00:00,8.3,97.0,3.1,80.0,0.0,0.0,574.6381392082626,119.21144918196606
2021-04-12 20:00:00,8.9,93.0,2.1,70.0,0.0,0.0,550.2074164072395,131.02067719098017
2021-04-12 21:00:00,8.3,93.0,0.0,0.0,0.0,0.0,349.35690647903186,2.1904795694680494
2021-04-12 22:00:00,8.9,93.0,0.0,0.0,0.0,0.0,299.99214855813955,2.1902418604590683
2021-04-12 23:00:00,8.3,93.0,0.0,0.0,0.0,0.0,287.76995437071423,2.1895494764997183
2021-04-13 00:00:00,6.7,100.0,0.0,0.0,0.0,0.0,287.76995021713236,2.1899117135225463
2021-04-13 01:00:00,6.7,100.0,0.0,0.0,0.0,0.0,287.7699510951153,4.359865765107877
2021-04-13 02:00:00,6.7,96.0,0.0,0.0,0.0,0.0,287.769949417781,2.189949406135032
2021-04-13 03:00:00,5.6,100.0,1.5,320.0,0.0,0.0,299.99214903438315,2.1903228642871664
2021-04-13 04:00:00,6.7,100.0,1.5,330.0,0.0,0.0,349.3583943551587,4.365089517545739
2021-04-13 05:00:00,7.2,97.0,2.1,350.0,6.0,115.0,374.0816992541739,270.75788504522717
2021-04-13 06:00:00,8.3,90.0,3.6,20.0,101.0,346.0,498.03970896172774,167.74720550347945
2021-04-13 07:00:00,10.0,77.0,2.1,30.0,136.0,557.0,1046.3030155031818,47.11836531260504
2021-04-13 08:00:00,11.7,74.0,2.6,30.0,181.0,599.0,1010.969934101817,32.62717398872526
2021-04-13 09:00:00,13.3,67.0,3.6,50.0,278.0,521.0,1095.4400892838667,19.969198255844677
2021-04-13 10:00:00,14.4,65.0,3.1,90.0,377.0,163.0,1116.1668090776852,23.502102520494407
2021-04-13 11:00:00,15.6,64.0,3.1,80.0,289.0,703.0,1092.5001363180666,29.962201731332236
2021-04-13 12:00:00,16.7,60.0,4.1,60.0,157.0,863.0,1185.7625580996569,24.423707392844626
2021-04-13 13:00:00,16.1,64.0,3.1,70.0,210.0,752.0,1172.1457145158981,17.60732637534966
2021-04-13 14:00:00,16.1,64.0,2.1,80.0,256.0,541.0,1172.1717129376511,15.403199700239925
2021-04-13 15:00:00,16.1,64.0,4.1,50.0,248.0,277.0,1217.5614106628143,19.891469232563725
2021-04-13 16:00:00,15.6,67.0,4.6,90.0,157.0,75.0,1078.6866785909492,13.163684360411596
2021-04-13 17:00:00,12.8,74.0,3.1,100.0,58.0,5.0,818.3620175561865,10.947044168528414
2021-04-13 18:00:00,11.1,80.0,4.1,90.0,0.0,0.0,724.0468471855113,7.791024137138151
2021-04-13 19:00:00,10.0,80.0,2.6,90.0,0.0,0.0,574.5528025012137,35.450727811201354
2021-04-13 20:00:00,9.4,83.0,3.1,90.0,0.0,0.0,550.130571171584,56.664550173818014
2021-04-13 21:00:00,8.9,86.0,2.1,100.0,0.0,0.0,349.3569097829466,2.19050912221703
2021-04-13 22:00:00,8.3,90.0,2.6,130.0,0.0,0.0,299.99214945742847,2.189793698044292
2021-04-13 23:00:00,7.8,93.0,2.1,150.0,0.0,0.0,287.7699518360747,3.242391570333
2021-04-14 00:00:00,6.7,100.0,0.0,0.0,0.0,0.0,287.7699473684189,3.3073374657551846
2021-04-14 01:00:00,6.1,100.0,2.1,170.0,0.0,0.0,287.7699480312582,2.1901844164268347
2021-04-14 02:00:00,6.7,96.0,0.0,0.0,0.0,0.0,287.76995065542366,2.1894871313446744
2021-04-14 03:00:00,7.8,96.0,0.0,0.0,0.0,0.0,299.99214527102146,2.1898483257658294
2021-04-14 04:00:00,7.8,96.0,1.5,130.0,0.0,0.0,349.3583917388482,4.366139532562773
2021-04-14 05:00:00,6.7,100.0,2.6,150.0,0.0,0.0,374.31540667973974,249.55208026015882
2021-04-14 06:00:00,11.1,93.0,2.6,190.0,103.0,325.0,497.9768615504898,109.87941806628139
2021-04-14 07:00:00,15.0,81.0,2.6,220.0,150.0,481.0,1201.0730321386254,30.751371529046455
2021-04-14 08:00:00,17.2,70.0,4.1,210.0,169.0,648.0,1238.8726971746314,19.7939997197387
2021-04-14 09:00:00,18.9,61.0,5.2,190.0,174.0,745.0,1234.2189127755587,18.751743506593243
2021-04-14 10:00:00,20.6,49.0,5.7,220.0,183.0,784.0,1252.5830352394216,24.5778243751187
2021-04-14 11:00:00,22.2,48.0,7.7,210.0,192.0,823.0,1221.0849045773714,26.66806490588443
2021-04-14 12:00:00,22.8,50.0,6.2,190.0,262.0,677.0,1288.5190665766286,24.414835483989407
2021-04-14 13:00:00,23.9,41.0,9.3,190.0,182.0,800.0,1294.1561093791154,17.608852196398608
2021-04-14 14:00:00,23.9,38.0,6.2,220.0,216.0,665.0,1300.1965577832768,15.402291178052964
2021-04-14 15:00:00,23.9,40.0,7.2,200.0,230.0,359.0,1348.3025861087044,22.1025675940605
2021-04-14 16:00:00,24.4,39.0,5.7,220.0,149.0,294.0,1232.4418652695508,10.971551838601327
2021-04-14 17:00:00,23.3,41.0,6.7,210.0,70.0,80.0,1011.6635362500953,10.948278572124154
2021-04-14 18:00:00,22.2,48.0,5.2,200.0,0.0,0.0,1027.3430373394956,6.558332784627712
2021-04-14 19:00:00,22.2,53.0,4.6,200.0,0.0,0.0,889.2878375238638,8.746977502564823
2021-04-14 20:00:00,21.1,63.0,6.2,200.0,0.0,0.0,881.0612959161851,4.365206323896301
2021-04-14 21:00:00,20.6,68.0,6.7,210.0,0.0,0.0,349.35690767283467,2.190320488228874
2021-04-14 22:00:00,20.0,70.0,6.7,210.0,0.0,0.0,299.9921475064099,2.18986095325123
2021-04-14 23:00:00,20.0,70.0,5.2,210.0,0.0,0.0,237.9292251317732,4.360471602325855
2021-04-15 00:00:00,20.0,73.0,5.2,230.0,0.0,0.0,237.92921753537374,2.1887895480225197
2021-04-15 01:00:00,19.4,76.0,3.6,230.0,0.0,0.0,237.92921581385312,2.1891541068233233
2021-04-15 02:00:00,18.3,81.0,3.1,220.0,0.0,0.0,237.92921860828346,2.1895240867907884
2021-04-15 03:00:00,17.8,80.0,2.1,220.0,0.0,0.0,250.1514197879856,2.1898939903197614
2021-04-15 04:00:00,16.7,86.0,3.1,210.0,0.0,0.0,274.59729798162,4.366191307620361
2021-04-15 05:00:00,17.8,80.0,4.6,220.0,0.0,0.0,668.2455936246193,42.850380230830595
2021-04-15 06:00:00,20.0,70.0,5.2,240.0,123.0,263.0,719.3129501018583,5.271441510025602
2021-04-15 07:00:00,21.1,66.0,6.2,240.0,190.0,312.0,988.053072983977,8.738102051478073
2021-04-15 08:00:00,23.3,62.0,6.7,260.0,206.0,556.0,998.4562490086571,8.76049031672837
2021-04-15 09:00:00,25.6,56.0,6.7,240.0,199.0,697.0,958.0959288222189,10.937681489049092
2021-04-15 10:00:00,27.2,53.0,5.7,220.0,194.0,790.0,982.6926821917192,10.954854630859394
2021-04-15 11:00:00,28.3,49.0,7.2,200.0,159.0,865.0,989.6756850513352,8.754974268952019
2021-04-15 12:00:00,30.0,42.0,7.2,210.0,200.0,791.0,992.8534339293461,8.753822001172741
2021-04-15 13:00:00,30.6,35.0,7.7,210.0,193.0,746.0,715.7733592762306,8.737554060310247
2021-04-15 14:00:00,31.1,33.0,9.3,220.0,180.0,707.0,715.3352543920644,6.551818510565378
2021-04-15 15:00:00,30.6,34.0,8.2,200.0,163.0,595.0,762.2873139645794,6.552641250513922
2021-04-15 16:00:00,30.0,35.0,7.2,210.0,123.0,473.0,712.6977243839905,2.1910056003956835
2021-04-15 17:00:00,28.9,37.0,6.7,200.0,68.0,272.0,620.8968822767606,4.364665955266925
2021-04-15 18:00:00,27.2,45.0,6.2,190.0,0.0,0.0,323.4855953067856,4.364474971451374
2021-04-15 19:00:00,26.1,52.0,5.7,200.0,0.0,0.0,323.4855934806275,2.1918085447249718
2021-04-15 20:00:00,25.6,56.0,7.2,190.0,0.0,0.0,299.04219011110587,4.367834790539651
2021-04-15 21:00:00,24.4,62.0,7.7,200.0,0.0,0.0,274.5958143007981,3.6551582540829264
2021-04-15 22:00:00,23.9,64.0,7.2,200.0,0.0,0.0,250.1514181128908,2.893690117865751
2021-04-15 23:00:00,23.3,66.0,7.7,210.0,0.0,0.0,237.92872241613216,2.1881165208615907
2021-04-16 00:00:00,22.8,68.0,6.2,210.0,0.0,0.0,237.92872218744603,2.1880874265298598
2021-04-16 01:00:00,21.7,73.0,5.7,210.0,0.0,0.0,237.9287212700745,2.188942589150727
2021-04-16 02:00:00,21.1,76.0,6.7,210.0,0.0,0.0,237.9287236365227,2.188031200964817
2021-04-16 03:00:00,21.1,76.0,6.7,200.0,0.0,0.0,250.1509206422377,2.188002681187475
2021-04-16 04:00:00,20.6,78.0,6.2,200.0,0.0,0.0,274.5967987182863,2.1908706374796747
2021-04-16 05:00:00,20.0,81.0,5.7,190.0,0.0,0.0,272.2221058926431,2.189107707278561
2021-04-16 06:00:00,21.7,73.0,6.2,200.0,104.0,362.0,599.3902437850392,2.1894969149437173
2021-04-16 07:00:00,23.3,69.0,6.7,200.0,141.0,555.0,296.66650237070974,2.189504913620472
2021-04-16 08:00:00,24.4,64.0,7.2,220.0,173.0,642.0,667.6862770253528,2.1895371048040198
2021-04-16 09:00:00,25.6,62.0,9.8,190.0,182.0,751.0,211.111117824145,2.1894776194460697
2021-04-16 10:00:00,27.2,56.0,9.3,190.0,196.0,784.0,626.9371462460361,4.362756539666802
2021-04-16 11:00:00,28.3,49.0,8.8,200.0,284.0,643.0,211.11210621775817,2.1913253434443156
2021-04-16 12:00:00,30.0,43.0,10.8,190.0,191.0,827.0,625.6744600454862,4.36851368570692
2021-04-16 13:00:00,30.6,39.0,10.8,200.0,183.0,800.0,211.11210855798944,2.1914340191799826
2021-04-16 14:00:00,30.6,36.0,10.8,190.0,227.0,636.0,609.296751066329,2.1895324674410186
2021-04-16 15:00:00,30.0,36.0,8.2,200.0,261.0,218.0,259.9999089103983,2.189504376830521
2021-04-16 16:00:00,30.0,36.0,6.7,200.0,143.0,17.0,680.8248687178544,2.189478183696509
2021-04-16 17:00:00,28.9,37.0,7.7,200.0,66.0,11.0,296.666502318342,2.189449360372906
2021-04-16 18:00:00,27.8,41.0,5.7,190.0,0.0,0.0,688.5428872522018,2.189523694284951
2021-04-16 19:00:00,26.1,50.0,7.7,200.0,0.0,0.0,323.48410674822975,2.1895365136970755
2021-04-16 20:00:00,25.0,58.0,6.7,200.0,0.0,0.0,299.04119585880875,4.364182738654207
2021-04-16 21:00:00,24.4,62.0,8.2,210.0,0.0,0.0,274.59531309761405,2.188688136830019
2021-04-16 22:00:00,23.9,64.0,9.3,220.0,0.0,0.0,250.15091950459743,2.1886618517266756
2021-04-16 23:00:00,22.8,68.0,8.2,210.0,0.0,0.0,287.769945022241,2.1896018471327645
2021-04-17 00:00:00,22.2,71.0,5.7,220.0,0.0,0.0,287.7699453599949,2.1899552537459797
2021-04-17 01:00:00,22.2,71.0,4.6,210.0,0.0,0.0,287.76994405853225,4.36060399355267
2021-04-17 02:00:00,22.2,71.0,6.2,220.0,0.0,0.0,287.7699393717169,2.188852306405386
2021-04-17 03:00:00,18.9,93.0,3.6,190.0,0.0,0.0,299.99213921583873,2.189935090461634
2021-04-17 04:00:00,18.9,90.0,4.6,190.0,0.0,0.0,349.3583798315662,4.364918863315847
2021-04-17 05:00:00,19.4,81.0,5.2,210.0,0.0,0.0,714.3122155926837,30.704560889778374
2021-04-17 06:00:00,20.6,75.0,5.2,220.0,126.0,294.0,855.2048756859559,10.937020493149348
2021-04-17 07:00:00,21.1,76.0,5.7,220.0,175.0,386.0,1436.9388898709415,15.41169364182663
2021-04-17 08:00:00,22.8,73.0,6.2,240.0,272.0,336.0,1461.7683410973066,17.634603006581113
2021-04-17 09:00:00,23.9,69.0,5.2,240.0,316.0,79.0,1438.2184122707476,19.852303268478273
2021-04-17 10:00:00,25.0,62.0,7.2,250.0,325.0,506.0,1404.8181835182,22.124622302477565
2021-04-17 11:00:00,26.7,54.0,6.7,270.0,216.0,799.0,1354.8779337800734,26.667632869454913
2021-04-17 12:00:00,27.2,49.0,5.2,260.0,219.0,749.0,1400.2336575595314,26.266404915734654
2021-04-17 13:00:00,28.3,48.0,4.1,250.0,196.0,758.0,1424.2212297177603,15.761938918701075
2021-04-17 14:00:00,28.9,40.0,4.1,230.0,195.0,671.0,1412.8264815728428,15.396575733980605
2021-04-17 15:00:00,28.9,36.0,5.2,280.0,165.0,595.0,1442.3130188225225,19.890801877890855
2021-04-17 16:00:00,28.3,34.0,3.6,270.0,127.0,456.0,1287.2962882450283,13.164061292311377
2021-04-17 17:00:00,27.2,29.0,5.7,340.0,63.0,343.0,1038.7953847324372,10.948399635436266
2021-04-17 18:00:00,25.6,30.0,2.6,40.0,0.0,0.0,1043.3340852050794,6.556968975774769
2021-04-17 19:00:00,23.3,46.0,3.6,60.0,0.0,0.0,891.4647173419227,8.744774808812402
2021-04-17 20:00:00,22.8,44.0,3.1,80.0,0.0,0.0,861.998187946899,4.364260053544588
2021-04-17 21:00:00,21.1,53.0,2.1,100.0,0.0,0.0,349.3568994369428,2.1904604326539734
2021-04-17 22:00:00,20.6,63.0,2.6,80.0,0.0,0.0,299.9921387336447,2.1900899788553247
2021-04-17 23:00:00,19.4,73.0,1.5,100.0,0.0,0.0,287.76994138757254,2.189726360533972
2021-04-18 00:00:00,18.9,75.0,2.1,170.0,0.0,0.0,287.76994393065644,2.1900760436445976
2021-04-18 01:00:00,18.3,78.0,2.6,190.0,0.0,0.0,287.76993948896796,4.3608209592842275
2021-04-18 02:00:00,21.1,76.0,3.6,210.0,0.0,0.0,287.76993603025056,2.1900316195356453
2021-04-18 03:00:00,20.6,75.0,4.1,200.0,0.0,0.0,299.99213536107015,2.1893117218317903
2021-04-18 04:00:00,21.1,73.0,5.7,210.0,0.0,0.0,349.3583783840182,4.365097983838537
2021-04-18 05:00:00,20.6,78.0,5.2,210.0,0.0,0.0,741.0486023887412,66.46411457375325
2021-04-18 06:00:00,22.2,73.0,5.7,210.0,122.0,133.0,900.5526686523497,8.754183890260444
2021-04-18 07:00:00,23.9,69.0,6.2,210.0,182.0,461.0,1508.0674197611813,15.412560220147284
2021-04-18 08:00:00,25.0,66.0,6.2,220.0,283.0,293.0,1455.6970527964816,17.638136675789838
2021-04-18 09:00:00,25.0,66.0,6.7,200.0,342.0,103.0,1412.0248048043688,19.851230089994182
2021-04-18 10:00:00,27.2,58.0,7.7,200.0,282.0,693.0,1445.7560295993603,22.12291985297629
2021-04-18 11:00:00,27.8,55.0,8.2,190.0,314.0,589.0,1390.309412807283,26.66436363699681
2021-04-18 12:00:00,30.6,45.0,8.2,190.0,308.0,563.0,1467.776056579746,24.410494146292177
2021-04-18 13:00:00,31.1,40.0,8.8,180.0,208.0,770.0,1463.2971416106004,17.608070843281382
2021-04-18 14:00:00,30.6,40.0,8.2,210.0,254.0,600.0,1456.613402466372,15.394087421613243
2021-04-18 15:00:00,30.0,37.0,6.7,200.0,209.0,41.0,1462.0225925745344,19.886873022227217
2021-04-18 16:00:00,30.6,34.0,6.7,200.0,103.0,0.0,1316.0241379938445,13.161602138418042
2021-04-18 17:00:00,29.4,39.0,8.2,200.0,88.0,236.0,1107.9796739353492,10.946322700642122
2021-04-18 18:00:00,28.3,49.0,7.2,200.0,0.0,0.0,1148.8651124686487,6.5556521977854
2021-04-18 19:00:00,27.2,54.0,7.7,200.0,0.0,0.0,994.8894037566477,8.745924761137175
2021-04-18 20:00:00,26.7,60.0,8.8,210.0,0.0,0.0,983.1562135761852,2.1917566191583373
2021-04-18 21:00:00,26.1,54.0,6.7,230.0,0.0,0.0,349.35689400136016,4.360678095848103
2021-04-18 22:00:00,23.9,46.0,8.2,310.0,0.0,0.0,299.9921364025584,2.1903509074971255
2021-04-18 23:00:00,19.4,73.0,3.6,280.0,0.0,0.0,287.76993925418645,2.190338462935434
2021-04-19 00:00:00,18.9,73.0,5.2,200.0,0.0,0.0,287.76993516485265,2.1896106106496642
2021-04-19 01:00:00,19.4,68.0,4.1,270.0,0.0,0.0,287.7699405473746,2.1899577371460923
2021-04-19 02:00:00,18.9,73.0,2.6,270.0,0.0,0.0,287.7699391220358,4.360588583928197
2021-04-19 03:00:00,17.8,80.0,1.5,240.0,0.0,0.0,299.9921313622194,2.189903887443646
2021-04-19 04:00:00,17.2,81.0,1.5,220.0,0.0,0.0,349.3583770453325,4.364129924755761
2021-04-19 05:00:00,17.8,67.0,5.7,340.0,0.0,0.0,623.2724552709095,15.606397448184023
2021-04-19 06:00:00,17.2,67.0,6.2,340.0,121.0,133.0,715.027266869159,8.752164067957015
2021-04-19 07:00:00,17.2,67.0,5.7,350.0,125.0,0.0,1292.9623864716496,17.612634114278972
2021-04-19 08:00:00,17.8,60.0,5.2,350.0,260.0,55.0,1272.7623390377732,17.633338489941178
2021-04-19 09:00:00,15.6,69.0,8.8,50.0,312.0,491.0,1169.6305402198977,17.639362061937018
2021-04-19 10:00:00,15.0,69.0,6.2,50.0,231.0,729.0,1159.411427428577,22.133381465208355
2021-04-19 11:00:00,15.6,62.0,7.2,50.0,292.0,619.0,1118.5977154195193,26.676357306567066
2021-04-19 12:00:00,12.8,66.0,8.8,50.0,233.0,713.0,1100.80295886705,26.637682390085967
2021-04-19 13:00:00,13.9,62.0,8.2,30.0,250.0,663.0,1135.3006752746085,15.40476109532357
2021-04-19 14:00:00,13.3,60.0,8.2,20.0,320.0,345.0,1109.8768034784844,15.39998331541741
2021-04-19 15:00:00,12.2,61.0,8.8,30.0,217.0,436.0,1027.3705987250917,22.10181869421279
