datetime,T_out,RH_out,Wind_speed_m_per_s,Wind_direction_deg,Diffuse_Solar_W_per_m2,Direct_Solar_W_per_m2,Electricity_kWh,NaturalGas_kWh
2021-01-02 09:00:00,0.6,67.0,3.6,160.0,122.0,1.0,1013.3651737058736,1606.8167001355423
2021-01-02 10:00:00,1.7,62.0,3.6,180.0,133.0,1.0,964.0078127993903,1437.8707359996652
2021-01-02 11:00:00,1.7,64.0,2.1,160.0,176.0,2.0,963.740833570285,1330.2979346073694
2021-01-02 12:00:00,1.7,67.0,0.0,0.0,185.0,3.0,913.8172061232586,1297.4723795920947
2021-01-02 13:00:00,0.0,92.0,2.6,160.0,166.0,0.0,962.5171530581543,1119.0257851601748
2021-01-02 14:00:00,-0.6,96.0,2.1,120.0,122.0,0.0,962.2893448398522,1092.2653038835763
2021-01-02 15:00:00,0.6,89.0,3.6,90.0,54.0,0.0,962.0361252920245,986.7889543561115
2021-01-02 16:00:00,0.6,92.0,7.7,170.0,0.0,0.0,1062.1281065426879,974.9178154251715
2021-01-02 17:00:00,-0.6,100.0,3.1,120.0,0.0,0.0,949.5292107283456,1102.7439197624374
2021-01-02 18:00:00,0.6,92.0,3.6,130.0,0.0,0.0,750.4492545258009,1185.6944063729939
2021-01-02 19:00:00,1.1,89.0,3.6,140.0,0.0,0.0,725.8862978953264,1117.8506649125172
2021-01-02 20:00:00,1.7,89.0,4.1,120.0,0.0,0.0,576.7284926002699,1219.1480544636763
2021-01-02 21:00:00,2.2,89.0,3.1,90.0,0.0,0.0,552.1888331712066,1158.252827951768
2021-01-02 22:00:00,0.0,96.0,0.0,0.0,0.0,0.0,349.3569387631559,2.190618290402041
2021-01-02 23:00:00,0.0,96.0,2.6,320.0,0.0,0.0,299.9921791623863,4.361310512060886
2021-01-03 00:00:00,0.0,96.0,2.6,300.0,0.0,0.0,287.76998203377235,2.1901317319018783
2021-01-03 01:00:00,0.0,96.0,4.6,320.0,0.0,0.0,287.76998279188956,2.189836188879725
2021-01-03 02:00:00,0.6,92.0,7.2,340.0,0.0,0.0,287.7699835620141,4.359919041162072
2021-01-03 03:00:00,0.0,89.0,6.2,340.0,0.0,0.0,288.8504987974141,4.933666358338143
2021-01-03 04:00:00,-1.1,85.0,5.7,320.0,0.0,0.0,299.9921805398869,2.190704465162799
2021-01-03 05:00:00,-2.2,85.0,6.2,300.0,0.0,0.0,351.53196499851003,17.18503424148193
2021-01-03 06:00:00,-3.3,85.0,5.2,310.0,0.0,0.0,429.368501243341,1544.3694487177872
2021-01-03 07:00:00,-3.3,85.0,4.6,300.0,20.0,0.0,501.89094825635624,1772.778456260348
2021-01-03 08:00:00,-4.4,88.0,5.2,320.0,81.0,1.0,1048.081546453848,1166.4277983708234
2021-01-03 09:00:00,-4.4,88.0,5.2,300.0,166.0,0.0,1011.1184450169369,1065.8836045574137
2021-01-03 10:00:00,-3.9,85.0,4.6,300.0,215.0,0.0,962.0007191642111,945.3464261153549
2021-01-03 11:00:00,-3.3,85.0,4.1,300.0,218.0,1.0,961.8447751410495,866.5522386042514
2021-01-03 12:00:00,-2.8,81.0,3.6,300.0,215.0,1.0,912.0015127325033,887.9440552804933
2021-01-03 13:00:00,-2.8,81.0,4.6,290.0,207.0,1.0,961.6979513418975,792.4861340407267
2021-01-03 14:00:00,-2.8,81.0,2.1,290.0,148.0,1.0,961.6503080936634,760.5264670175251
2021-01-03 15:00:00,-2.8,81.0,1.5,280.0,77.0,1.0,961.6531599149835,761.7539132434201
2021-01-03 16:00:00,-2.8,85.0,2.6,260.0,0.0,0.0,1061.8672065248654,804.5470118545504
2021-01-03 17:00:00,-2.8,81.0,2.1,250.0,0.0,0.0,949.0634560041975,832.8042405263946
2021-01-03 18:00:00,-2.8,81.0,2.6,240.0,0.0,0.0,749.8546444929916,931.2092884964856
2021-01-03 19:00:00,-2.8,85.0,2.1,210.0,0.0,0.0,725.4280841598578,936.9455279703951
2021-01-03 20:00:00,-2.8,89.0,2.1,170.0,0.0,0.0,576.1382123473668,1076.0697342772307
2021-01-03 21:00:00,-2.8,89.0,3.6,170.0,0.0,0.0,551.7503238278945,1098.5173621666179
2021-01-03 22:00:00,-2.8,89.0,4.6,180.0,0.0,0.0,349.3569395517921,4.361416970437674
2021-01-03 23:00:00,-2.8,85.0,4.1,160.0,0.0,0.0,299.99218072511496,2.190731885035875
2021-01-04 00:00:00,-2.8,85.0,4.1,170.0,0.0,0.0,287.7699824727066,2.190263248854778
2021-01-04 01:00:00,-2.8,85.0,5.2,160.0,0.0,0.0,287.76998468123685,2.1899723104516595
2021-01-04 02:00:00,-2.8,85.0,5.7,170.0,0.0,0.0,288.85175515071546,8.449576421643366
2021-01-04 03:00:00,-3.3,88.0,5.2,190.0,0.0,0.0,287.7699844410783,2.1907169363135144
2021-01-04 04:00:00,-3.3,88.0,4.6,170.0,0.0,0.0,302.1675530897532,18.412015692999404
2021-01-04 05:00:00,-3.3,88.0,4.1,150.0,0.0,0.0,349.35845014632275,4.367006838675066
2021-01-04 06:00:00,-2.8,92.0,4.1,160.0,0.0,0.0,427.86049848557957,1278.518032617368
2021-01-04 07:00:00,-2.8,92.0,4.6,140.0,19.0,0.0,500.60097825293934,1465.9208445548388
2021-01-04 08:00:00,-2.2,89.0,4.6,150.0,77.0,0.0,1047.5265197995843,908.3305441565581
2021-01-04 09:00:00,-1.7,85.0,5.2,150.0,128.0,1.0,1010.6283458011598,819.4098289262174
2021-01-04 10:00:00,-1.7,89.0,3.6,140.0,183.0,1.0,961.6056892958635,749.4863642878471
2021-01-04 11:00:00,-1.1,89.0,3.6,130.0,192.0,1.0,961.4835876930829,680.2764335777624
2021-01-04 12:00:00,-0.6,85.0,2.1,210.0,194.0,0.0,911.5962952776923,662.4869632862816
2021-01-04 13:00:00,-0.6,85.0,2.1,320.0,156.0,1.0,961.3591281657501,611.2170953151356
2021-01-04 14:00:00,-1.1,92.0,3.1,330.0,130.0,0.0,961.3823894038297,623.8091935937908
2021-01-04 15:00:00,-1.1,89.0,4.1,330.0,61.0,0.0,961.4036758945914,633.9553891387778
2021-01-04 16:00:00,-2.8,85.0,7.7,330.0,0.0,0.0,1061.7858634774689,773.9085059213403
2021-01-04 17:00:00,-3.9,85.0,7.2,330.0,0.0,0.0,949.1133003415581,861.7907462187645
2021-01-04 18:00:00,-5.0,85.0,7.7,320.0,0.0,0.0,750.006276054617,988.0471797489079
2021-01-04 19:00:00,-5.0,85.0,6.7,310.0,0.0,0.0,725.587983894729,992.0237401171197
2021-01-04 20:00:00,-4.4,85.0,8.2,310.0,0.0,0.0,576.1070656511718,1016.3088539462867
2021-01-04 21:00:00,-5.0,88.0,8.8,330.0,0.0,0.0,551.7852905946537,1074.2057967883209
2021-01-04 22:00:00,-6.1,78.0,6.7,330.0,0.0,0.0,349.3569394794876,2.1906191890268985
2021-01-04 23:00:00,-7.2,77.0,5.2,290.0,0.0,0.0,299.99218053507417,2.1905229413026897
2021-01-05 00:00:00,-7.2,74.0,6.2,310.0,0.0,0.0,287.7699860460199,2.190646870836077
2021-01-05 01:00:00,-6.7,78.0,5.2,310.0,0.0,0.0,288.85565288510844,10.739720583550142
2021-01-05 02:00:00,-7.2,77.0,3.6,290.0,0.0,0.0,287.7699862136502,2.190590835710703
2021-01-05 03:00:00,-8.9,81.0,4.1,290.0,0.0,0.0,289.97266923129644,34.418933773322756
2021-01-05 04:00:00,-12.2,80.0,5.7,270.0,0.0,0.0,319.6692649839801,123.91137444240023
2021-01-05 05:00:00,-14.4,80.0,5.2,270.0,0.0,0.0,351.6476201695349,100.56298420634361
2021-01-05 06:00:00,-15.0,73.0,5.2,270.0,0.0,0.0,429.9889692160483,1604.9589310712074
2021-01-05 07:00:00,-13.9,87.0,6.2,250.0,21.0,54.0,502.9554012160747,2092.018864774661
2021-01-05 08:00:00,-13.9,87.0,6.2,250.0,49.0,419.0,1049.3009299897303,1502.0293398864649
2021-01-05 09:00:00,-11.7,73.0,5.7,240.0,56.0,715.0,1011.8110212480003,1202.127975935693
2021-01-05 10:00:00,-9.4,67.0,6.2,230.0,64.0,831.0,962.4092898820185,1017.665097608334
2021-01-05 11:00:00,-7.8,65.0,7.7,240.0,69.0,859.0,962.1799430670609,937.4771215394475
2021-01-05 12:00:00,-6.7,65.0,7.7,220.0,69.0,858.0,912.3502021453962,890.14469214066
2021-01-05 13:00:00,-5.6,63.0,6.2,230.0,74.0,729.0,962.2257446651539,747.6959234748667
2021-01-05 14:00:00,-3.9,60.0,8.2,220.0,88.0,558.0,961.4913587296712,626.715373298134
2021-01-05 15:00:00,-3.3,58.0,9.3,240.0,54.0,187.0,961.449389271207,618.3080467712737
2021-01-05 16:00:00,-4.4,66.0,7.7,240.0,0.0,0.0,1061.7931293672375,736.2749539180652
2021-01-05 17:00:00,-5.0,68.0,7.2,260.0,0.0,0.0,949.1110455509246,835.5666760290511
2021-01-05 18:00:00,-5.6,68.0,7.2,260.0,0.0,0.0,749.9613531839376,953.2863153098216
2021-01-05 19:00:00,-6.7,71.0,6.7,270.0,0.0,0.0,725.7120668228566,1038.3461595034732
2021-01-05 20:00:00,-7.8,77.0,6.7,270.0,0.0,0.0,576.4718330740351,1162.5550583670586
2021-01-05 21:00:00,-8.9,74.0,5.2,280.0,0.0,0.0,552.2287669442339,1232.3285820467097
2021-01-05 22:00:00,-8.9,71.0,5.2,270.0,0.0,0.0,349.3569441949861,2.1907256904555643
2021-01-05 23:00:00,-10.0,74.0,5.2,280.0,0.0,0.0,299.99218464865373,4.361167422896766
2021-01-06 00:00:00,-11.1,77.0,5.7,280.0,0.0,0.0,289.5110626209488,13.788485757719759
2021-01-06 01:00:00,-11.1,73.0,4.6,270.0,0.0,0.0,287.76998628079696,2.1907340428030464
2021-01-06 02:00:00,-12.2,77.0,4.1,280.0,0.0,0.0,289.98965739268897,41.32592520717373
2021-01-06 03:00:00,-13.9,76.0,3.6,290.0,0.0,0.0,307.5856756464866,101.52891780588067
2021-01-06 04:00:00,-13.9,80.0,3.6,310.0,0.0,0.0,302.29658725235123,101.03810606579738
2021-01-06 05:00:00,-14.4,76.0,3.6,310.0,0.0,0.0,371.08843203423896,193.47155057233198
2021-01-06 06:00:00,-14.4,69.0,4.6,330.0,0.0,0.0,428.55874125756606,1392.8709185097052
2021-01-06 07:00:00,-15.0,47.0,3.1,320.0,18.0,45.0,503.2271604203521,2145.019176704888
2021-01-06 08:00:00,-13.9,45.0,5.2,340.0,50.0,434.0,1049.2919805895528,1488.2270091704809
2021-01-06 09:00:00,-13.3,48.0,4.1,350.0,66.0,632.0,1012.128011218679,1297.9435206035757
2021-01-06 10:00:00,-12.2,46.0,4.1,330.0,126.0,532.0,962.8916913505707,1178.70291340857
2021-01-06 11:00:00,-11.1,46.0,4.1,300.0,166.0,90.0,962.7387482294941,1171.678638125121
2021-01-06 12:00:00,-11.7,48.0,2.6,310.0,193.0,97.0,913.0159485492326,1232.0820159752277
2021-01-06 13:00:00,-11.1,46.0,3.6,330.0,128.0,9.0,962.735599714527,1190.0144760174064
2021-01-06 14:00:00,-11.7,46.0,2.6,280.0,123.0,99.0,962.7378442949491,1170.523631703065
2021-01-06 15:00:00,-12.2,50.0,2.6,310.0,78.0,87.0,962.811744270605,1189.6966565371945
2021-01-06 16:00:00,-14.4,57.0,3.6,320.0,0.0,0.0,1063.525663248872,1390.4463334985314
2021-01-06 17:00:00,-15.6,57.0,3.1,320.0,0.0,0.0,951.0385983063825,1495.7682466811546
2021-01-06 18:00:00,-17.2,59.0,4.6,350.0,0.0,0.0,752.2925382090328,1667.514632235989
2021-01-06 19:00:00,-17.2,56.0,4.1,330.0,0.0,0.0,727.9145433356958,1680.801069277952
2021-01-06 20:00:00,-18.9,59.0,2.1,280.0,0.0,0.0,579.0140973636512,1821.3978473725679
2021-01-06 21:00:00,-18.3,56.0,4.1,320.0,0.0,0.0,554.5281571363391,1816.5187735189763
2021-01-06 22:00:00,-17.8,51.0,4.1,350.0,0.0,0.0,349.3569458575453,2.190698771636066
2021-01-06 23:00:00,-18.9,53.0,4.6,350.0,0.0,0.0,301.88752243000516,23.641926245977224
2021-01-07 00:00:00,-18.9,51.0,4.1,330.0,0.0,0.0,257.9166361583213,106.6986169722834
2021-01-07 01:00:00,-19.4,53.0,3.6,330.0,0.0,0.0,240.2696942768483,112.07780261254236
2021-01-07 02:00:00,-20.0,56.0,3.1,310.0,0.0,0.0,261.738637307644,271.205082327481
2021-01-07 03:00:00,-20.6,58.0,4.1,310.0,0.0,0.0,240.3985746010164,178.83667164808378
2021-01-07 04:00:00,-21.1,61.0,3.1,300.0,0.0,0.0,274.5398763434382,469.5341421376342
2021-01-07 05:00:00,-22.2,61.0,3.1,310.0,0.0,0.0,277.1618878743732,192.511037980711
2021-01-07 06:00:00,-22.8,64.0,2.1,300.0,0.0,0.0,432.73500178894346,1824.1641031777642
2021-01-07 07:00:00,-21.7,61.0,3.1,320.0,13.0,187.0,408.4036278357521,2832.2940221472268
2021-01-07 08:00:00,-18.3,53.0,5.2,350.0,31.0,622.0,652.9374242634756,2058.6586959316514
2021-01-07 09:00:00,-16.1,49.0,6.2,350.0,44.0,800.0,614.8790705484888,1726.0273060180457
2021-01-07 10:00:00,-14.4,43.0,6.7,350.0,53.0,879.0,565.3050368295806,1545.0335869982875
2021-01-07 11:00:00,-14.4,43.0,5.2,310.0,57.0,901.0,565.2115115876213,1523.4922458681133
2021-01-07 12:00:00,-13.3,41.0,5.2,310.0,57.0,900.0,564.8625065589727,1428.4263803805154
2021-01-07 13:00:00,-12.8,41.0,5.7,320.0,52.0,869.0,564.6038253682069,1342.8161071756183
2021-01-07 14:00:00,-13.3,41.0,4.6,320.0,42.0,788.0,315.7238364160507,1498.9922749412494
2021-01-07 15:00:00,-13.9,45.0,5.2,320.0,30.0,597.0,315.88437716343714,1539.4416018794132
2021-01-07 16:00:00,-16.1,49.0,5.7,330.0,11.0,145.0,365.6979790050023,1871.2338212355983
2021-01-07 17:00:00,-16.7,51.0,3.6,320.0,0.0,0.0,379.38271715114496,2032.0090214490515
2021-01-07 18:00:00,-18.3,56.0,4.1,350.0,0.0,0.0,347.9300524225419,4.365576423518061
2021-01-07 19:00:00,-18.3,56.0,2.6,310.0,0.0,0.0,340.7743422609817,61.7137298254257
2021-01-07 20:00:00,-19.4,59.0,2.6,280.0,0.0,0.0,324.8855547744523,8.529760980572636
2021-01-07 21:00:00,-20.0,62.0,2.6,330.0,0.0,0.0,323.15875875814,325.40320445794305
2021-01-07 22:00:00,-19.4,56.0,2.1,360.0,0.0,0.0,276.7062422241838,18.908687370945042
2021-01-07 23:00:00,-20.0,58.0,2.1,300.0,0.0,0.0,274.67215726899633,540.4468496457732
2021-01-08 00:00:00,-21.1,64.0,2.1,250.0,0.0,0.0,240.052312666783,22.937499937538984
2021-01-08 01:00:00,-21.1,64.0,2.1,280.0,0.0,0.0,262.78574567730203,658.9829838125141
2021-01-08 02:00:00,-21.1,64.0,2.1,290.0,0.0,0.0,240.0697480635033,31.03198789736606
2021-01-08 03:00:00,-21.1,61.0,2.1,280.0,0.0,0.0,263.12207947115934,765.0809155058807
2021-01-08 04:00:00,-21.7,64.0,2.1,250.0,0.0,0.0,252.30510177282144,36.14954534921862
2021-01-08 05:00:00,-21.7,68.0,2.1,250.0,0.0,0.0,299.98119953618055,808.1443343357355
2021-01-08 06:00:00,-21.7,64.0,1.5,240.0,0.0,0.0,325.65846024427134,44.27987851665746
2021-01-08 07:00:00,-21.1,64.0,2.1,240.0,14.0,182.0,321.99064712767444,772.0644766082045
2021-01-08 08:00:00,-17.2,62.0,2.1,220.0,32.0,619.0,298.79132711327145,19.932561322048922
2021-01-08 09:00:00,-14.4,52.0,4.1,230.0,64.0,642.0,284.5362224255963,430.5235962007705
2021-01-08 10:00:00,-12.8,45.0,4.6,240.0,88.0,707.0,213.22075406366798,12.536768063227331
2021-01-08 11:00:00,-12.2,44.0,4.1,230.0,139.0,646.0,235.5191278360202,396.7712694373295
2021-01-08 12:00:00,-10.6,42.0,5.2,230.0,97.0,726.0,213.2171316223296,13.043967311380198
2021-01-08 13:00:00,-10.0,40.0,7.2,220.0,79.0,731.0,235.414507788561,372.6170756056097
2021-01-08 14:00:00,-9.4,40.0,7.2,210.0,46.0,739.0,213.21318406384745,11.228526687227578
2021-01-08 15:00:00,-9.4,44.0,5.2,230.0,34.0,554.0,235.3111638722086,326.3849354689267
2021-01-08 16:00:00,-10.0,49.0,3.6,220.0,13.0,112.0,262.1049236195548,11.405782224445199
2021-01-08 17:00:00,-10.0,53.0,5.2,230.0,0.0,0.0,372.3220441854952,436.5995485861402
2021-01-08 18:00:00,-10.0,53.0,3.6,220.0,0.0,0.0,350.04221736435517,16.81661726797637
2021-01-08 19:00:00,-9.4,51.0,4.6,220.0,0.0,0.0,347.97579297046536,508.5154772377575
2021-01-08 20:00:00,-8.9,49.0,4.1,210.0,0.0,0.0,325.60115101382445,19.500942747668013
2021-01-08 21:00:00,-8.9,49.0,5.7,210.0,0.0,0.0,323.5642452970433,541.8415164218262
2021-01-08 22:00:00,-8.3,49.0,7.7,220.0,0.0,0.0,276.7168037894159,22.547491085784973
2021-01-08 23:00:00,-8.9,49.0,6.2,230.0,0.0,0.0,274.74875378829574,581.8575410072597
2021-01-09 00:00:00,-8.9,59.0,6.2,220.0,0.0,0.0,289.89343692444544,23.696312983438723
2021-01-09 01:00:00,-8.9,56.0,7.7,220.0,0.0,0.0,312.420887666173,608.0542328091775
2021-01-09 02:00:00,-8.3,62.0,6.7,220.0,0.0,0.0,289.894500474837,24.26955339526758
2021-01-09 03:00:00,-8.3,62.0,6.7,230.0,0.0,0.0,312.3924599093182,598.5320598770454
2021-01-09 04:00:00,-8.3,62.0,6.7,210.0,0.0,0.0,302.11807658233516,25.345204384685122
2021-01-09 05:00:00,-8.3,62.0,6.7,220.0,0.0,0.0,373.99554678495554,608.4151229870453
2021-01-09 06:00:00,-7.8,59.0,6.2,220.0,0.0,0.0,433.314683545384,2040.5126829479054
2021-01-09 07:00:00,-7.8,59.0,7.2,230.0,17.0,16.0,506.95749647479715,2554.7920186881393
2021-01-09 08:00:00,-5.6,50.0,8.8,220.0,61.0,160.0,1050.217463198078,1804.6450376426362
2021-01-09 09:00:00,-3.9,48.0,6.7,230.0,134.0,241.0,1012.0061610180394,1403.5898500173996
2021-01-09 10:00:00,-2.8,49.0,7.2,210.0,206.0,182.0,962.4695335890434,1173.9404683226476
2021-01-09 11:00:00,-0.6,47.0,6.7,230.0,182.0,325.0,961.9477051731029,929.6948875125032
2021-01-09 12:00:00,0.6,48.0,7.2,230.0,209.0,347.0,911.9942577331929,878.942582337017
2021-01-09 13:00:00,1.7,44.0,9.3,230.0,159.0,298.0,961.4048025411159,627.4256655449619
2021-01-09 14:00:00,1.7,46.0,6.2,230.0,97.0,389.0,961.2794281163506,549.1727674443208
2021-01-09 15:00:00,1.7,48.0,7.2,220.0,57.0,199.0,961.2762258830313,556.1486238342118
2021-01-09 16:00:00,0.0,54.0,6.7,230.0,13.0,6.0,1010.416169433136,723.9906094309551
2021-01-09 17:00:00,0.0,56.0,5.2,220.0,0.0,0.0,948.9405635767037,792.5301716793364
2021-01-09 18:00:00,0.0,56.0,6.2,240.0,0.0,0.0,749.8357098957567,946.6722030398566
2021-01-09 19:00:00,1.1,54.0,6.7,240.0,0.0,0.0,725.2836648162935,876.5848993576859
2021-01-09 20:00:00,0.6,59.0,4.6,240.0,0.0,0.0,576.0622871615848,1034.9127472712166
2021-01-09 21:00:00,0.0,67.0,5.2,250.0,0.0,0.0,551.6991893712491,1064.199727611122
2021-01-09 22:00:00,-0.6,72.0,3.6,260.0,0.0,0.0,349.35694541499964,2.190695948475996
2021-01-09 23:00:00,-1.1,78.0,6.7,270.0,0.0,0.0,299.992187635362,2.190506654824648
2021-01-10 00:00:00,-1.1,82.0,7.2,260.0,0.0,0.0,287.7699935629808,2.190083587605186
2021-01-10 01:00:00,-1.1,82.0,4.1,280.0,0.0,0.0,287.76999222597976,4.36046440097717
2021-01-10 02:00:00,-0.6,82.0,4.6,310.0,0.0,0.0,288.8507651174918,5.618078798761464
2021-01-10 03:00:00,0.0,79.0,4.6,320.0,0.0,0.0,287.76999298305486,2.190507806993442
2021-01-10 04:00:00,0.0,79.0,5.7,320.0,0.0,0.0,302.16215663012423,14.831380325879401
2021-01-10 05:00:00,-1.7,78.0,4.1,320.0,0.0,0.0,349.3584632853012,4.36732088597033
2021-01-10 06:00:00,-2.8,85.0,4.1,320.0,0.0,0.0,428.1001959701583,1349.966553085013
2021-01-10 07:00:00,-2.8,81.0,3.1,310.0,16.0,69.0,500.7514609409468,1518.8171985315246
2021-01-10 08:00:00,-1.1,75.0,4.1,310.0,47.0,427.0,1047.2262107590666,735.8271543788439
2021-01-10 09:00:00,0.0,67.0,5.2,320.0,67.0,629.0,1010.2260693480355,562.2769425802289
2021-01-10 10:00:00,1.1,64.0,4.1,330.0,81.0,727.0,961.1646532123466,462.6012143719038
2021-01-10 11:00:00,1.7,62.0,3.1,300.0,87.0,760.0,961.1623444120081,422.2576724909441
2021-01-10 12:00:00,2.2,59.0,3.1,290.0,87.0,762.0,912.1606274941075,386.6955767551516
2021-01-10 13:00:00,1.7,62.0,3.1,270.0,80.0,725.0,962.7005519420534,322.3234242577489
2021-01-10 14:00:00,1.7,59.0,3.6,280.0,66.0,626.0,962.0236522739111,295.3132218611502
2021-01-10 15:00:00,0.6,64.0,3.6,280.0,45.0,410.0,961.0190870919531,380.80929726920266
2021-01-10 16:00:00,-1.1,69.0,3.1,260.0,16.0,52.0,1010.1152030255078,516.3357039696544
2021-01-10 17:00:00,-2.8,78.0,2.6,240.0,0.0,0.0,948.7630988461584,651.7469249516739
2021-01-10 18:00:00,-4.4,85.0,2.6,240.0,0.0,0.0,749.7132150506926,827.1119170545817
2021-01-10 19:00:00,-5.0,88.0,2.1,230.0,0.0,0.0,725.3906419454597,883.526703147903
2021-01-10 20:00:00,-6.1,92.0,2.6,240.0,0.0,0.0,576.1287659290595,1016.1285150480928
2021-01-10 21:00:00,-4.4,92.0,4.1,280.0,0.0,0.0,551.5177320958035,934.2212056748743
2021-01-10 22:00:00,-5.0,92.0,4.1,260.0,0.0,0.0,349.3569510847066,2.1907847707924706
2021-01-10 23:00:00,-5.6,96.0,4.6,260.0,0.0,0.0,299.9921911424658,4.361447197620262
2021-01-11 00:00:00,-4.4,96.0,4.6,260.0,0.0,0.0,287.76999343578836,2.190227524672797
2021-01-11 01:00:00,-3.3,96.0,6.2,260.0,0.0,0.0,287.7699944285609,2.1899519901004982
2021-01-11 02:00:00,-2.8,96.0,5.7,270.0,0.0,0.0,288.8510142756775,7.93909345026423
2021-01-11 03:00:00,-2.8,100.0,3.1,230.0,0.0,0.0,287.769994172232,2.190767921846215
2021-01-11 04:00:00,-3.3,100.0,4.6,260.0,0.0,0.0,302.1631536303407,15.405700006344803
2021-01-11 05:00:00,-3.3,92.0,4.6,260.0,0.0,0.0,349.3584662280721,4.36694539830191
2021-01-11 06:00:00,-3.9,96.0,3.1,220.0,0.0,0.0,427.2349771666508,1069.448932238456
2021-01-11 07:00:00,-3.9,92.0,4.1,210.0,11.0,2.0,500.194558127089,1315.002095812767
2021-01-11 08:00:00,-3.3,92.0,5.7,220.0,56.0,6.0,1047.5323156201202,916.4947559867362
2021-01-11 09:00:00,-2.2,89.0,4.6,230.0,136.0,75.0,1010.5107884343532,747.696781260289
2021-01-11 10:00:00,-1.1,85.0,5.7,240.0,133.0,183.0,961.4011810967506,623.1212901496252
2021-01-11 11:00:00,0.0,82.0,5.7,230.0,140.0,483.0,961.1961286087761,489.648591736498
2021-01-11 12:00:00,2.2,73.0,5.7,230.0,146.0,518.0,911.183110772263,377.0738427219802
2021-01-11 13:00:00,3.9,65.0,5.7,220.0,110.0,574.0,960.8399747534023,221.66673583132336
2021-01-11 14:00:00,4.4,65.0,5.2,220.0,53.0,642.0,960.7910362341198,158.34254454941424
